"","x"
"1",5.90440466080999
"2",10.3950959956841
"3",1.43053551853537
"4",5.81466040533452
"5",0.30308069150954
"6",6.68967508972251
"7",-5.08120559438877
"8",3.48900807558649
"9",0.84272922418687
"10",6.24913339267599
"11",1.21157727320874
"12",2.99699028967741
"13",-0.510318564039839
"14",2.49308658042495
"15",5.13469930477783
"16",4.04190486189388
"17",3.03645797658415
"18",5.75422839756885
"19",0.286578565644944
"20",1.68582394980802
"21",5.52163185498449
"22",-1.43477346156461
"23",4.66948650135567
"24",3.61276001203876
"25",8.0899127752089
"26",0.285865326958876
"27",6.26619648093649
"28",4.5301334616589
"29",0.923508585191015
"30",3.17594194922893
"31",2.116822955571
"32",1.80360462054615
"33",-0.155536274699658
"34",1.27248832606854
"35",4.85259343829025
"36",5.28905188989872
"37",0.888188243263221
"38",3.33618495964021
"39",1.34474319418368
"40",8.16702773079169
"41",2.13106635584466
"42",0.956217848059489
"43",0.245475650371091
"44",0.0754291577818737
"45",1.1376648209346
"46",3.60068658432701
"47",2.83111359797322
"48",0.101297797062901
"49",1.01800558601027
"50",3.83240746841804
"51",1.51966364785338
"52",4.55010577973516
"53",-5.15610638006789
"54",0.195062218634859
"55",5.51468314125661
"56",2.78587018547784
"57",6.1628690378338
"58",8.41701111412354
"59",3.75145265733804
"60",2.44263238762402
"61",6.97166480949812
"62",3.5537960309304
"63",7.31788808770784
"64",-0.710023405842997
"65",4.2655074272628
"66",4.13054076402651
"67",-4.76030329135524
"68",6.80920861693173
"69",1.38300724352074
"70",5.79992934572587
"71",0.607208595377033
"72",6.82907240557596
"73",7.14515987525331
"74",1.60601440211807
"75",0.740632794264879
"76",2.34345468318894
"77",6.68250867267705
"78",1.07254980571109
"79",0.0357351181096966
"80",8.07971031194351
"81",14.7488032231939
"82",5.670465634931
"83",-0.656270873869243
"84",3.0966442785131
"85",5.16760141312086
"86",4.0727772931604
"87",-0.564437074531987
"88",3.67018395008653
"89",3.75287619356971
"90",-1.98639272201801
"91",2.21682738061915
"92",0.785680687927087
"93",-0.0210957597426548
"94",-2.26663955554295
"95",1.94175050111125
"96",-3.68161710447344
"97",-1.28218316464507
"98",-6.54689343973965
"99",-1.16271022168996
"100",-0.153246915799543
"101",2.5792143640761
"102",2.02596121402257
"103",4.64657118333695
"104",2.19467785729992
"105",3.01621351022153
"106",4.1960335888971
"107",5.48056623640466
"108",1.44241153755165
"109",4.41203532234786
"110",4.65107967730429
"111",12.7996768115702
"112",0.8944964375915
"113",0.713387028507759
"114",1.53981008007268
"115",0.60301955956494
"116",5.05849477919508
"117",2.90256954470269
"118",0.117764128174114
"119",1.9192982740823
"120",6.68833938173124
"121",-0.706707171665929
"122",1.48795588485137
"123",-0.675072186077283
"124",4.00838249407449
"125",3.41879033238825
"126",1.73597289990329
"127",0.0342364852122688
"128",-0.384523761813786
"129",-1.20024906430975
"130",1.80289945376446
"131",1.50797685121214
"132",-0.0128804239489371
"133",1.68050459607218
"134",7.47516030048875
"135",0.0677317281781878
"136",0.546789380063387
"137",-1.53870659561305
"138",-5.58410820423219
"139",1.38133279322383
"140",3.86564810816054
"141",0.976640967582923
"142",3.69592783002117
"143",3.59105330272317
"144",1.88706978562617
"145",-1.49528325752425
"146",4.21435416351973
"147",2.4784487566865
"148",6.97000357588129
"149",3.0775137014761
"150",0.480138123500546
"151",2.38627096624477
"152",4.09526335627565
"153",1.70249925462261
"154",-0.0761584802027774
"155",2.77781774855945
"156",-3.10584825302091
"157",1.29020276614384
"158",7.029716967432
"159",0.722292643404099
"160",-0.0758106712622851
"161",6.09932768122394
"162",1.75860560972245
"163",4.02936229840221
"164",3.78685801236853
"165",5.14254085721028
"166",-0.697962103385182
"167",7.31378023027175
"168",6.33332441021473
"169",3.99012896182504
"170",3.87687754860375
"171",3.53985519316495
"172",6.08912749217601
"173",7.65658600289637
"174",6.94980454035804
"175",2.496059481317
"176",5.76487654038635
"177",2.74949570384363
"178",2.43681989917841
"179",1.70090573316078
"180",3.5414247485917
"181",3.79435099708597
"182",2.21752782108659
"183",7.41360993143658
"184",0.906014094519167
"185",6.20910893898754
"186",2.97888991541514
"187",4.20629423938834
"188",5.81932398376538
"189",4.11681608115474
"190",2.63689206013739
"191",-5.34828375056996
"192",4.04717255706164
"193",1.1348610854298
"194",4.39718669278163
"195",4.87328351549333
"196",6.31944457343569
"197",0.657925906737836
"198",5.7386212934525
"199",7.25768655543093
"200",0.0203070912656307
"201",1.860626504935
"202",-2.29601577290741
"203",2.14383416377852
"204",5.84252863349629
"205",-2.57864875468986
